Ranking,Rating,Number of Reviews,Price,City Part,City Ranking 1,City Ranking 2,Cuisine Norm,Days,Dif Days
2963.0,3.5,59.0,1,0.053875,-0.02020937790157846,0.02369474536328528,0.035020800000000005,224.0,185.0
13084.0,4.0,3.0,1,0.143925,-0.18320682331480195,0.028885212592075323,-0.012979199999999998,2397.0,504.0876149434008
2413.0,4.0,2.0,1,0.0325,-0.027846420323325637,0.015613265645033635,-0.004979199999999999,1102.0,716.0
779.0,4.5,45.0,0,0.0325,0.013035026943802925,0.0285111807431049,0.0110208,929.0,54.0
11434.0,4.0,15.0,1,0.122425,-0.1634583792892157,0.030053425395150508,-0.012979199999999998,97.0,405.0
1465.0,4.0,678.0,1,0.05195,0.015332378430428504,0.06677019854508648,0.0270208,183.0,239.0
989.0,4.0,88.0,1,0.053325,0.028613414634146343,0.043781754585672225,0.0030208000000000014,146.0,145.0
12705.0,3.0,121.0,1,0.122425,-0.19523986928104578,0.020022463295035934,0.0030208000000000014,205.0,538.0
1341.0,4.0,1495.0,1,0.143925,0.11041917998610147,0.12156254905894431,0.0190208,575.7305018056379,504.0876149434008
13705.0,3.5,5.0,1,0.143925,-0.19873452050034746,0.023984197012928116,-0.012979199999999998,121.0,327.0
2156.0,3.5,20.0,1,0.0223,-0.0316354657687991,0.0025421414498789283,-0.012979199999999998,1370.0,228.0
2362.0,4.0,23.0,1,0.0265,-0.03258073654390935,-0.0001342155099571243,-0.004979199999999999,1930.0,340.0
129.0,4.5,183.0,1,0.0205,0.0172960927960928,0.01995763603040591,0.0110208,237.0,874.0
51.0,4.5,1068.0,0,0.05195,0.050699398170438136,0.07793013480309502,0.0030208000000000014,561.0,691.0
12383.0,3.5,3.0,1,0.122425,-0.18718822508169936,0.022563745589478806,-0.012979199999999998,1635.0,504.0876149434008
6723.0,3.5,2.0,1,0.0777,-0.09040408754425491,0.025863566816923495,0.0030208000000000014,2511.0,63.0
1116.0,4.5,87.0,1,0.05195,0.024061579200770344,0.0695246665465327,0.0030208000000000014,851.0,655.0
7079.0,3.0,22.0,1,0.0777,-0.09930695204377213,0.02305385372970202,-0.012979199999999998,1028.0,448.0
12055.0,4.0,2.0,1,0.143925,-0.15747735406532312,0.03700621908312601,-0.012979199999999998,197.0,329.0
7235.0,4.5,16.0,0,0.143925,-0.03695641938846421,0.07504630779727985,0.0030208000000000014,247.0,214.0
3039.0,4.0,46.0,1,0.053325,-0.022660623827392118,0.027601369350296695,-0.012979199999999998,1679.0,504.0876149434008
1256.0,3.5,45.0,1,0.022325,-0.009085173766816144,0.012433761617336985,-0.004979199999999999,439.0,402.0
814.0,3.5,16.0,1,0.009625,-0.0107529296875,0.0032066436747147306,0.0030208000000000014,575.7305018056379,504.0876149434008
1202.0,4.0,278.0,1,0.143925,0.11389478370396108,0.12265955576667614,0.0110208,176.0,1153.0
6117.0,4.0,5.0,1,0.0777,-0.07524921145799808,0.03064639302719375,-0.012979199999999998,575.7305018056379,504.0876149434008
13364.0,4.0,34.0,0,0.143925,-0.1902080394371091,0.02667541490743568,-0.004979199999999999,847.0,418.0
774.0,4.0,67.0,2,0.02915,0.009808412017167381,0.02311303337802959,0.0110208,418.0,974.0
962.0,4.0,64.0,1,0.0223,-0.0017519640852974188,0.011968591422411351,-0.004979199999999999,1479.0,504.0876149434008
1342.0,3.5,110.0,0,0.02915,-0.0044037768240343346,0.018629357504149534,0.0110208,98.0,942.0
6537.0,3.5,122.0,1,0.06835,-0.09510978777899742,0.01610876260291812,0.0190208,196.0,1011.0
4621.0,4.0,0.0,1,0.053325,-0.06222917448405253,0.0151148476710947,-0.012979199999999998,184.0,1498.0
331.0,4.0,59.0,1,0.011075,0.002806334841628959,0.00880529393523768,0.0030208000000000014,122.0,226.0
5058.0,3.5,4.0,1,0.053325,-0.07315929878048781,0.011665663111163429,-0.012979199999999998,1942.0,212.0
3463.0,4.5,11.0,1,0.06835,-0.01823166849615807,0.04037056379908191,-0.012979199999999998,346.0,649.0
1543.0,3.5,44.0,1,0.016825,-0.021782366071428572,0.004034604186076455,-0.004979199999999999,110.0,183.0
7047.0,4.0,97.0,1,0.143925,-0.032255602849200836,0.07653002909982361,0.0110208,110.0,178.0
12091.0,3.5,15.0,1,0.122425,-0.17988673406862749,0.024868262452762406,-0.012979199999999998,546.0,504.0876149434008
3334.0,4.0,143.0,1,0.143925,0.060585523801250867,0.10583352482506286,0.0190208,114.0,114.0
8569.0,4.5,8.0,1,0.143925,-0.07031221334259903,0.06451820025688955,-0.012979199999999998,314.0,314.0
4374.0,4.5,87.0,1,0.143925,0.03458100677553857,0.09762570485354419,0.0190208,292.0,435.0
1542.0,4.5,17.0,1,0.0325,-0.006054657428791378,0.02248847008225522,-0.004979199999999999,1371.0,337.0
3197.0,4.5,123.0,1,0.143925,0.06401111883252258,0.10691474726361869,0.0190208,129.0,140.0
1781.0,4.5,31.0,0,0.06835,0.023833717526527624,0.05364588898188852,-0.012979199999999998,114.0,382.0
2736.0,4.5,13.0,1,0.053325,-0.015082070825515945,0.029992909216793665,-0.012979199999999998,575.7305018056379,504.0876149434008
32.0,4.5,548.0,1,0.122425,0.12164984170751635,0.1200400735977519,0.0270208,129.0,100.0
5927.0,4.0,52.0,1,0.122425,-0.025755259395424838,0.07351566637495456,0.0030208000000000014,738.0,287.0
13177.0,3.0,121.0,1,0.122425,-0.2070422794117647,0.01629735384479669,0.0110208,174.0,1158.0
6681.0,3.5,13.0,1,0.0777,-0.08935374959768266,0.02619504982159569,-0.004979199999999999,342.0,452.0
640.0,4.0,93.0,1,0.0204,0.004405398773006135,0.016183925985601828,0.0270208,257.0,711.0
174.0,4.0,142.0,1,0.023725,0.01939543776371308,0.021030801320209336,0.0190208,228.0,241.0
3916.0,4.0,19.0,1,0.053875,-0.04404543871866295,0.01617272926361477,-0.012979199999999998,575.7305018056379,504.0876149434008
5741.0,3.5,51.0,1,0.0777,-0.06584618603154169,0.03361395516425913,-0.004979199999999999,123.0,743.0
2289.0,3.5,3.0,1,0.0223,-0.0349641975308642,0.0014921265031898057,-0.012979199999999998,414.0,343.0
1041.0,4.5,14.0,0,0.0204,-0.005631901840490798,0.013018192170857274,0.0030208000000000014,126.0,770.0
1612.0,4.0,621.0,1,0.05195,0.011655609051516611,0.06561000715192716,0.0270208,257.0,1118.0
915.0,4.0,40.0,0,0.0265,0.003628423040604343,0.011289892896393396,0.0030208000000000014,805.0,400.0
1273.0,4.0,554.0,2,0.06835,0.03653836443468715,0.05765532132009645,0.0270208,201.0,852.0
9574.0,4.0,6.0,1,0.122425,-0.11694888174019609,0.044732882127025496,-0.012979199999999998,933.0,504.0876149434008
539.0,4.0,82.0,1,0.0205,0.007033577533577534,0.01672083588306951,0.0110208,463.0,137.0
2259.0,3.5,9.0,1,0.023725,-0.03278454641350211,0.004570883620270723,-0.012979199999999998,258.0,229.0
1202.0,4.0,20.0,1,0.02915,-0.0009007725321888412,0.019734488881514335,-0.012979199999999998,164.0,611.0
3893.0,3.5,6.0,1,0.053325,-0.044020637898686675,0.020860857647364645,-0.012979199999999998,1454.0,918.0
13209.0,3.0,11.0,1,0.143925,-0.1863323662265462,0.027898695768575482,-0.004979199999999999,948.0,601.0
333.0,4.5,153.0,1,0.05195,0.0436460038517092,0.0757044615182588,0.035020800000000005,146.0,414.0
3897.0,4.0,13.0,1,0.06835,-0.029085638492499084,0.03694518262825072,0.0030208000000000014,659.0,76.0
531.0,4.5,256.0,1,0.122425,0.10917229370915034,0.11610187525946931,0.0030208000000000014,116.0,777.0
439.0,4.5,51.0,0,0.012825,0.00185361328125,0.010572883591367776,0.0030208000000000014,91.0,1073.0
1035.0,4.5,193.0,1,0.143925,0.11807050903405143,0.12397754224287193,0.035020800000000005,142.0,109.0
957.0,3.5,8.0,1,0.0094,-0.014563733333333334,0.0029931807753644855,-0.012979199999999998,822.0,212.0
1269.0,4.0,37.0,0,0.0223,-0.00943557800224467,0.009544872710880822,-0.012979199999999998,1129.0,504.0876149434008
14414.0,4.0,4.0,1,0.143925,-0.21646259989576094,0.01838867359003702,-0.012979199999999998,538.0,619.0
1700.0,4.0,19.0,1,0.053875,0.011380280872794801,0.033663587266626153,-0.012979199999999998,743.0,359.0
284.0,4.0,11.0,1,0.004575,-0.0025388736263736267,0.0019450190059296974,-0.012979199999999998,417.0,417.0
464.0,4.5,47.0,1,0.022325,0.010737023542600897,0.01868616745919787,0.0030208000000000014,227.0,385.0
1259.0,4.0,121.0,1,0.0777,0.04623987769552623,0.06898792723427777,-0.004979199999999999,195.0,647.0
3245.0,4.0,16.0,1,0.053325,-0.02781303939962477,0.025975437955912617,-0.012979199999999998,575.7305018056379,504.0876149434008
1169.0,4.0,67.0,1,0.0325,0.00327752117013087,0.025432730995095236,0.0110208,107.0,207.0
5925.0,4.0,56.0,1,0.143925,-0.004200729673384295,0.08538500410755817,-0.012979199999999998,254.0,418.0
3303.0,4.0,245.0,1,0.122425,0.039858139297385624,0.09422474942035239,-0.004979199999999999,575.7305018056379,504.0876149434008
378.0,4.0,98.0,1,0.018175,0.00873701790633609,0.018118145358010262,0.0110208,111.0,768.0
1713.0,4.0,6.0,1,0.0204,-0.022452515337423318,0.007713022286796578,-0.012979199999999998,233.0,481.0
2190.0,5.0,0.0,1,0.02715,-0.02762543778801843,0.01114612293082058,-0.012979199999999998,1243.0,504.0876149434008
1687.0,4.5,38.0,0,0.05195,0.009779706307173808,0.06501807276766222,0.0110208,790.0,133.0
1755.0,4.0,382.0,1,0.05195,0.008078887818969668,0.06448138559259534,0.0110208,336.0,715.0
703.0,4.5,17.0,1,0.012825,-0.00475927734375,0.008488312069245975,0.0110208,1158.0,504.0876149434008
1534.0,4.5,105.0,1,0.122425,0.08409217218137255,0.10818601767771091,-0.012979199999999998,270.0,682.0
685.0,4.0,75.0,1,0.036075,0.018963141470180307,0.030579010813012238,0.0030208000000000014,202.0,833.0
2112.0,4.0,121.0,1,0.122425,0.06963922079248366,0.10362433703737557,0.0110208,215.0,180.0
2172.0,3.0,52.0,0,0.0223,-0.03203591470258137,0.0024158238623073047,-0.012979199999999998,1784.0,504.0876149434008
207.0,4.5,55.0,1,0.02915,0.023995579399141632,0.027588815456357038,0.0270208,109.0,92.0
7702.0,3.5,51.0,1,0.122425,-0.07013932291666666,0.059507045031364184,0.0030208000000000014,287.0,967.0
541.0,3.5,3.0,1,0.007525,-0.00602,0.003752233185198132,-0.012979199999999998,976.0,599.0
1230.0,4.0,78.0,1,0.0777,0.04696511103958803,0.06921680835655143,0.0190208,90.0,297.0
3251.0,4.0,123.0,1,0.143925,0.06266088429464906,0.10648857199586675,0.0110208,190.0,125.0
3999.0,4.0,137.0,1,0.05195,-0.04804812229176698,0.046770708815387994,0.0030208000000000014,231.0,1089.0
1209.0,4.5,8.0,1,0.02915,-0.0010759227467811157,0.019679232312646094,-0.004979199999999999,213.0,252.0
1927.0,4.0,42.0,0,0.053875,0.005702646239554317,0.03187187933942238,0.0110208,331.0,424.0
12016.0,3.5,16.0,1,0.122425,-0.1780113511029412,0.02546017603066059,-0.004979199999999999,2039.0,504.0876149434008
1610.0,4.0,9.0,1,0.0157,-0.024589154704944178,0.004981862562175032,-0.004979199999999999,2320.0,116.0
46.0,4.5,2490.0,1,0.02915,0.02802403433476395,0.028859716540326565,0.0030208000000000014,151.0,78.0
2043.0,3.5,172.0,1,0.0777,0.026633569359510785,0.06280024448039677,0.0030208000000000014,281.0,1017.0
6691.0,3.0,37.0,1,0.06835,-0.0989611964873765,0.014893304768107051,0.0110208,1539.0,160.0
481.0,4.5,31.0,1,0.018175,0.006158471074380165,0.01730499983649608,-0.012979199999999998,1212.0,661.0
1318.0,4.0,6.0,1,0.01345,-0.01953631284916201,0.0025663525470693976,-0.012979199999999998,1701.0,504.0876149434008
1012.0,3.5,440.0,1,0.053875,0.02858826601671309,0.03909396195348168,0.0270208,106.0,978.0
1336.0,5.0,0.0,0,0.023725,-0.009685205696202532,0.011857456299907816,-0.004979199999999999,274.0,810.0
7659.0,2.0,32.0,0,0.06835,-0.12317005122575923,0.007253284092151765,-0.012979199999999998,354.0,736.0
74.0,4.5,1806.0,1,0.0149,0.013071932773109243,0.01288674819873365,0.0190208,244.0,1660.0
3626.0,3.5,258.0,1,0.06835,-0.0223081595316502,0.03908407271418449,0.0110208,679.0,843.0
1631.0,4.5,9.0,1,0.0325,-0.008281370284834487,0.02178595206283763,-0.004979199999999999,1086.0,70.0
300.0,4.0,1103.0,1,0.02715,0.01966811059907834,0.026065508440205068,0.0190208,222.0,660.0
1072.0,4.5,17.0,1,0.016825,-0.00998984375,0.007753388083614637,0.0110208,1060.0,314.0
401.0,4.0,774.0,1,0.0777,0.0676967814612166,0.07575965147258121,0.0190208,150.0,323.0
2467.0,4.5,39.0,1,0.0777,0.016030157708400387,0.05945384462370604,-0.012979199999999998,1757.0,504.0876149434008
460.0,4.0,484.0,2,0.053325,0.04184461772983114,0.04795708326348377,0.0270208,312.0,934.0
14084.0,3.5,15.0,1,0.143925,-0.20821116660875608,0.020993078004076602,-0.012979199999999998,593.0,581.0
3223.0,3.5,87.0,1,0.053325,-0.02726278142589118,0.02614908111453616,-0.004979199999999999,941.0,504.0876149434008
4701.0,4.0,185.0,1,0.143925,0.026404586518415565,0.09504497684326861,0.0110208,196.0,89.0
982.0,3.5,12.0,0,0.0094,-0.015190400000000001,0.002795741410234902,-0.012979199999999998,291.0,683.0
4453.0,4.0,171.0,1,0.05195,-0.05940358690418874,0.04318753267597083,0.0430208,148.0,92.0
323.0,4.0,590.0,1,0.053325,0.045271224202626636,0.04903840656945764,0.0190208,210.0,611.0
4484.0,3.0,1063.0,1,0.053325,-0.05880256801125703,0.016196170977068578,0.0110208,203.0,411.0
7999.0,3.0,9.0,1,0.0777,-0.12231435468297393,0.015792797436882486,-0.012979199999999998,129.0,216.0
8820.0,3.5,31.0,1,0.143925,-0.07658830350938152,0.06253727447530187,-0.004979199999999999,398.0,367.0
8234.0,3.0,2.0,1,0.0777,-0.12819124557450917,0.013938071101216629,-0.012979199999999998,197.0,587.0
8843.0,4.5,6.0,0,0.143925,-0.07716340340514247,0.062355755379777895,-0.012979199999999998,1161.0,445.0
403.0,4.0,1133.0,1,0.05195,0.04189516129032258,0.07515198942627818,0.0270208,139.0,298.0
5782.0,4.0,0.0,1,0.06835,-0.07622788144895719,0.022067663026829526,-0.012979199999999998,1399.0,504.0876149434008
1416.0,4.0,252.0,0,0.053325,0.01793340759849906,0.0404114987342062,-0.004979199999999999,363.0,1177.0
1586.0,4.0,14.0,1,0.036075,-0.00357747919556172,0.02346706224756979,-0.004979199999999999,1131.0,353.0
4550.0,4.5,5.0,1,0.05195,-0.06182975445353876,0.042421964205654826,-0.012979199999999998,153.0,111.0
6812.0,4.0,34.0,2,0.122425,-0.04788477839052288,0.06653108615575598,0.0030208000000000014,1064.0,504.0876149434008
4295.0,4.0,69.0,1,0.122425,0.015053073937908496,0.08639570583001906,-0.004979199999999999,106.0,339.0
192.0,4.0,53.0,1,0.009625,0.004837565104166666,0.008119284969474736,0.0110208,215.0,231.0
1906.0,4.0,250.0,1,0.06835,0.020707574094401757,0.05265931606402239,0.0110208,575.7305018056379,504.0876149434008
4093.0,4.0,35.0,1,0.05195,-0.05039925373134329,0.04602881772044259,-0.004979199999999999,406.0,314.0
1858.0,4.0,2.0,1,0.0204,-0.02608196319018405,0.006568305570741815,-0.012979199999999998,853.0,295.0
5180.0,4.0,18.0,0,0.053325,-0.07621072936210131,0.010702732867887423,-0.004979199999999999,930.0,947.0
7995.0,4.0,24.0,0,0.143925,-0.05595972029186936,0.06904828551040082,-0.004979199999999999,179.0,293.0
12459.0,4.0,0.0,1,0.143925,-0.16757910875608062,0.03381779670957452,-0.012979199999999998,1227.0,504.0876149434008
7511.0,2.5,13.0,1,0.06835,-0.11946869740212221,0.008421386426905259,-0.012979199999999998,1444.0,118.0
112.0,4.5,30.0,0,0.004575,0.0017847527472527472,0.0033049509938155018,0.0030208000000000014,96.0,557.0
909.0,4.5,51.0,1,0.06835,0.045641694109037685,0.06052822165692262,0.0110208,101.0,414.0
7674.0,3.5,200.0,1,0.143925,-0.04793332609451007,0.07158166071314842,0.0030208000000000014,149.0,139.0
2867.0,4.5,35.0,0,0.06835,-0.0033262166117819245,0.04507454347146761,0.0030208000000000014,464.0,521.0
6150.0,3.5,34.0,1,0.06835,-0.08543124771313575,0.019163192356631647,-0.012979199999999998,1211.0,115.0
987.0,4.0,274.0,1,0.0777,0.05304206630189894,0.07113467431215485,0.0110208,138.0,167.0
1537.0,4.0,20.0,0,0.0265,-0.011936260623229462,0.0063791842379621435,-0.012979199999999998,311.0,402.0
2474.0,4.5,102.0,0,0.05195,-0.009904766490129994,0.05880670796210866,-0.012979199999999998,200.0,925.0
2005.0,4.0,15.0,1,0.022325,-0.027831165919282513,0.006520817203758953,-0.012979199999999998,1958.0,504.0876149434008
6608.0,3.5,19.0,1,0.06835,-0.09688543724844492,0.01554838918557016,0.0030208000000000014,574.0,364.0
5110.0,3.0,6.0,1,0.06835,-0.05942173435784851,0.027371479033277822,-0.012979199999999998,1063.0,856.0
1260.0,3.0,6.0,1,0.012025,-0.019515572916666665,0.0007739529193489695,-0.012979199999999998,1252.0,1567.0
1744.0,3.0,12.0,1,0.023725,-0.019895965189873417,0.008636522764380261,-0.012979199999999998,613.0,1877.0
30.0,4.5,87.0,1,0.004575,0.0038460164835164836,0.0039532906624587345,0.0270208,105.0,199.0
452.0,5.0,78.0,0,0.0325,0.021216320246343342,0.031092342454897618,-0.004979199999999999,209.0,283.0
1843.0,4.5,132.0,1,0.122425,0.0763655943627451,0.1057473337367704,-0.004979199999999999,109.0,259.0
246.0,4.0,92.0,1,0.0205,0.014367521367521367,0.019033963793239184,0.0190208,130.0,455.0
2780.0,4.5,7.0,1,0.0777,0.008202639201802383,0.05698350699364895,-0.012979199999999998,369.0,434.0
153.0,4.0,80.0,1,0.00525,0.0014318181818181819,0.003928200018375781,0.0030208000000000014,250.0,778.0
1654.0,3.5,3.0,1,0.016475,-0.02491280395136778,0.002589772190906895,-0.012979199999999998,205.0,299.0
2225.0,4.5,140.0,1,0.122425,0.06681364379084967,0.10273252058000898,-0.004979199999999999,100.0,101.0
5561.0,4.0,76.0,1,0.122425,-0.016603390522875818,0.0764042046350977,0.0030208000000000014,251.0,197.0
8466.0,4.0,7.0,1,0.122425,-0.08924322406045751,0.05347741871784134,-0.012979199999999998,116.0,215.0
460.0,4.5,77.0,0,0.0204,0.008910920245398773,0.017604953633118085,0.0030208000000000014,158.0,79.0
4092.0,4.0,20.0,1,0.053875,-0.04844748142989786,0.01478356364604708,-0.012979199999999998,874.0,456.0
1348.0,4.5,156.0,0,0.143925,0.11024414958304378,0.12150730411682832,0.0110208,132.0,108.0
9879.0,3.5,47.0,1,0.122425,-0.12457543913398693,0.042325766910239544,-0.004979199999999999,378.0,396.0
9012.0,3.5,17.0,1,0.122425,-0.1028960120506536,0.04916828787074256,-0.012979199999999998,687.0,206.0
730.0,4.5,50.0,1,0.0223,0.004054545454545455,0.013800196442199897,-0.004979199999999999,311.0,832.0
774.0,4.0,1024.0,1,0.122425,0.1030960529003268,0.11418407526707919,-0.004979199999999999,120.0,192.0
7693.0,4.0,4.0,0,0.0777,-0.11466189250080465,0.0182078878994942,-0.012979199999999998,1277.0,504.0876149434008
3633.0,4.5,3.0,1,0.053325,-0.03751758911819887,0.02291300406746105,-0.012979199999999998,570.0,171.0
12374.0,4.0,0.0,1,0.143925,-0.16545373957609452,0.03448862814955441,-0.012979199999999998,889.0,504.0876149434008
5910.0,3.5,3.0,1,0.053875,-0.0939185817084494,0.0004341142554899036,-0.012979199999999998,1146.0,504.0876149434008
318.0,4.5,523.0,1,0.122425,0.11449838133169936,0.11778290982070015,0.0030208000000000014,115.0,484.0
1376.0,3.5,66.0,1,0.016475,-0.017952241641337387,0.0047847620356389585,0.0030208000000000014,280.0,412.0
214.0,4.5,100.0,0,0.0094,0.0040608,0.008861078707015706,-0.004979199999999999,233.0,205.0
2261.0,4.5,3.0,1,0.02915,-0.02739849785407725,0.011374959391304862,-0.012979199999999998,116.0,664.0
1411.0,1.0,0.0,1,0.012025,-0.023298437499999998,-0.0004185663747499529,-0.012979199999999998,1220.0,504.0876149434008
2784.0,4.0,161.0,0,0.05195,-0.017658497833413576,0.0563600458404802,0.0110208,1286.0,271.0
1817.0,3.5,1067.0,1,0.053875,0.008453922934076137,0.03274010785040218,0.035020800000000005,234.0,352.0
3481.0,5.0,0.0,1,0.053875,-0.03316538997214485,0.019606178375216735,-0.012979199999999998,1297.0,504.0876149434008
1621.0,4.5,107.0,1,0.0777,0.037186964917927265,0.06613085943210312,-0.004979199999999999,1736.0,504.0876149434008
6210.0,3.5,9.0,1,0.0777,-0.07757495976826521,0.029912394945419602,-0.012979199999999998,168.0,909.0
258.0,4.5,92.0,1,0.016475,0.01004023556231003,0.013612095296108191,0.0190208,355.0,472.0
3674.0,2.5,9.0,1,0.0325,-0.05939568899153195,0.005659611459802384,-0.012979199999999998,856.0,316.0
217.0,4.5,125.0,1,0.016475,0.011066793313069909,0.013935816819971554,0.0190208,98.0,132.0
3996.0,4.5,26.0,0,0.122425,0.022529600694444447,0.08875546796057317,0.0030208000000000014,924.0,446.0
7029.0,3.0,125.0,1,0.06835,-0.10741428832784485,0.012225611598197045,0.0110208,651.0,448.0
6875.0,3.0,0.0,1,0.06835,-0.10356287961946578,0.013441069433008112,-0.012979199999999998,1256.0,504.0876149434008
5014.0,4.0,116.0,2,0.122425,-0.0029255974264705883,0.08072122766323514,0.0030208000000000014,248.0,307.0
3696.0,3.5,127.0,1,0.06835,-0.024058799853640688,0.038531591880179454,0.0030208000000000014,819.0,784.0
2470.0,4.0,7.0,1,0.0265,-0.03528328611898017,-0.0009868787496847375,-0.012979199999999998,587.0,308.0
6093.0,3.5,32.0,0,0.06835,-0.08400572630808635,0.019613069607178603,-0.004979199999999999,266.0,846.0
12289.0,3.0,8.0,1,0.122425,-0.1848377450980392,0.0233056106071112,-0.012979199999999998,575.7305018056379,504.0876149434008
2929.0,4.5,51.0,1,0.122425,0.04921004901960785,0.09717642512880467,-0.012979199999999998,760.0,332.0
2045.0,3.5,2.0,1,0.0205,-0.030662393162393164,0.004831516317487507,-0.012979199999999998,332.0,756.0
5141.0,4.0,0.0,0,0.053875,-0.0746846564531105,0.006503820845885101,0.0030208000000000014,682.0,227.0
